"","Name","Type of Insurance Company","Insurance Category","Insurance Company Status","Authorization Country","Country of Authorisation","Website","Link","address"
"286","DZI GENERAL INSURANCE JSC","Freedom To Provide Services","Non Life Insurance","Active","Greece","Bulgaria","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2367","Georgi Benkovski 3, 1000, Sofia Bulgaria"
"287","EAGLE INS. CO. (IRL)","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1385",""
"288","EAGLE STAR EUROPEAN LIFE ASSURANCE COMPANY LTD","Freedom To Provide Services","Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1308",""
"289","EAGLE STAR INSURANCE COMPANY LIMITED","Freedom To Provide Services","Non Life Insurance","License Withdrawal","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1175","Jermyn Street 33, SW1 6AD, London United Kingdom"
"290","EAGLE STAR LIFE ASSURANCE COMPANY OF IRELAND LIMIT","Freedom To Provide Services","Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1447",""
"291","EAST WEST INSURANCE COMPANY Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3353","Old Broad St 20, EC2N 1DP, London United Kingdom"
"292","ECCLESIASTICAL INSURANCE OFFICE PUBLIC LIMITED COM","Branch","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2322","Beaufort House,brunswick road , GL1 1JZ, Gloucester United Kingdom"
"293","ECCLESIASTICAL INSURANCE OFFICE PUBLIC LIMITED COM","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1458","Beaufort House,brunswick road , GL1 1JZ, Gloucester United Kingdom"
"294","ECON (ΟΙΚΟΝΟΜΙΚΗ) ΑΕΓΑ","Insurance Undertaking","Non Life Insurance","Liquidation","Greece","Greece","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=66","KAPODISTRIOY 38, 14032, Athens, Attic, Greece"
"295","Eir Forsakring AB","Freedom To Provide Services","Non Life Insurance","Active","Greece","Sweden","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5210","Master Samuelsgatan 36, 11157 Stockholm, Stockholm Sweden"
"296","ELECTRA INSURANCE LIMITED","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=270","Fitzwilliam Square 38-39, DUBLIN 1, Dublin Irland"
"297","ELECTRO ASSURANCES S.A","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1609","Rue de Neudorf 534, L - 2220, Luxembourg Luxemburg"
"298","ELECTROLUX  FORSAKRINGSAKTIEBOLAG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Sweden","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1476",", 105 45, Stockholm"
"299","ELEMENT Insurance AG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=5191","Saarbrucker Strasse 37a , 10405, Berlin Germany"
"300","Elite Insurance Company Limited","Freedom To Provide Services","Non Life Insurance","Liquidation","Greece","Gibraltar","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2731","Suite 23 Portland House Glacis Road Gibraltar Gibraltar"
"301","ELLINIKOS SYNETAIRISMOS IDIOKTITON OChIMATON DIMOSIAS ChRISEOS","Mutual Association","Non Life Insurance","Active","Greece","Greece","http://www.ellinikosinsurance.gr/","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2122","Er. Stayroy 68, 65403, Kavala, East Macedonia and Thrace, Greece"
"302","Elmo Insurance Ltd","Freedom To Provide Services","Non Life Insurance","Active","Greece","Malta","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2811","Abate Rigord Street , 1111, Ta'Xbiex Malta"
"303","ENDURANCE WORLDWIDE INSURANCE LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1758","Minster Court 2, EC3 R7BB, London United Kingdom"
"304","ENI INSURANCE dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1638","Guild House Guild Street , Dublin 2, Dublin Irland"
"305","Eno Aanvullende Verzekeringen N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2679","Munsterstraat 7, 7418 EV Deventer, Deventer Holland"
"306","Eno Zorgverzekeraar N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2677","Munsterstraat 7, 7418 EV Deventer, Deventer Holland"
"307","Enterprise Insurance Company Plc","Freedom To Provide Services","Non Life Insurance","Liquidation","Greece","Gibraltar","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1721","suites 15 and 17, watergardens 3 Waterport Gibraltar"
"308","EOS INSURANCE COMPANY S.A.","Insurance Undertaking","Non Life Insurance","Liquidation","Greece","Greece","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=43","L. SYGGROY 40-42, 11742, Athens, Attic, Greece"
"309","EQUITAS INSURANCE LIMITED (formely known as SPEYFORD LIMITED)","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1748","St mary Axe Exchequer Court 33, EC3A8LL, London United Kingdom"
"310","ERGO DIREKT VERSICHERUNG AKTIENGESELLSCHAFT","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3458","Karl-Martell Str. 60, 90344 , Germany"
"311","ERGO INSURANCE COMPANY SINGLE MEMBER S.A.","Insurance Undertaking","Composite","Active","Greece","Greece","http://www.ergohellas.gr/","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=30","Leof. Syggroy 173, 17121, Nea Smyrni, Attic, Greece"
"312","Ergo Insurance SE","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Estonia","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2528","A.H. Tammsaare 47, 11316, Tallinn Estonia"
"313","Ergo Reiseversicherung AG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1337","Thomas-Dehler-Strasse 2, 81737 Munich, Munich Germany"
"314","ERGO VERSICHERUNG AKTIENGESELLSCHAFT","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1335","ERGO-Platz 1 , 40477, Dusseldorf Germany"
"315","ERICSSON INSURANCE (FORSAKRING) AB","Freedom To Provide Services","Non Life Insurance","Active","Greece","Sweden","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1687","AIM AB , SE-112 97, Stockholm Sweden"
"316","ERSTE ALLGEMEINE VERSICHERUNGS-AKTIENGESELLSCHAFT","Freedom To Provide Services","Non Life Insurance","Active","Greece","Austria","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=247","LANDSKRONGASSE 1-3, A-1011, Vienna Austria"
"317","ERV pojist'ovna, a.s.","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Czech Republic","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2270","PRAHA 8,KRIZIKOVA 237/36a, PSC 1 8 6 0 0, Prague Czech Republic"
"318","Essity Forsakringsaktiebolag","Freedom To Provide Services","Non Life Insurance","Active","Greece","Sweden","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1462",""
"319","Ethias Droit Commun","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Belgium","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1370","RUE DES CROISIERS 24, 4000, Liege Belgium"
"320","ETHIAS NV/SA","Freedom To Provide Services","Non Life Insurance","Active","Greece","Belgium","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1537","RUE DES CROISIERS 24, 4000, Liege Belgium"
"321","ETU Forsikring A/S","Freedom To Provide Services","Non Life Insurance","Active","Greece","Denmark","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3020","Haervejen 8, DK-6230, Rodekro Denmark"
"322","EULER HERMES Deutschland AG","Freedom To Provide Services","Composite","Ceased","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1159",""
"323","EULER HERMES FRANCE SA","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1466","Rue Euler 1, 75008, Paris France"
"324","EULER HERMES KREDIETVERZEKERING NV","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1603",""
"325","EULER HERMES KREDIT-forsakring Norden AB","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Sweden","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1527",""
"326","EULER HERMES MAGYAR HITELBIZTOSITO RT.","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Hungary","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1555",""
"327","Euler Hermes SA/NV","Branch","Non Life Insurance","Active","Greece","Belgium","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2346","Avenue des Arts 56, 1000, Brussels Belgium"
"328","Euler Hermes SA/NV","Freedom To Provide Services","Non Life Insurance","Active","Greece","Belgium","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2301","Avenue des Arts 56, 1000, Brussels Belgium"
"329","EULER HERMES UK PLC","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1230",""
"330","EULER INTERNATIONAL LTD","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1375",""
"331","EURESA-LIFE S.A.","Freedom To Provide Services","Life Insurance","License Withdrawal","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1169","Rue du Fort Wallis 4, l-2714, Luxembourg Luxemburg"
"332","EURO INSURANCES dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1667","LeasePlan House Central Parka Leopardstown , Dublin 18, Dublin Irland"
"333","Euroben life & Pensions Limited","Freedom To Provide Services","Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1862","La touche House IFSC 3RD FLOOR, DUBLIN 1, Dublin Irland"
"334","EUROINS INSURANCE JSC","Branch","Non Life Insurance","Active","Greece","Bulgaria","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3016","43, Christopher Columbus Blvd , 1592 Sofia, Sofia Bulgaria"
